0.148	0.436607	-0.00183105	0.00983276
0.15	0.436607	0.00366211	0.00985107
0.152	0.436607	-0.00305176	0.0098877
0.154	0.436607	0.00732422	0.00991821
0.156	0.436607	0.00915527	0.00999146
0.158	0.436607	0.00549316	0.010083
0.16	0.436607	-0.00793457	0.0101379
0.162	0.436607	-0.0115967	0.0102173
0.164	0.436607	-0.012207	0.0103333
0.166	0.454045	0.00244141	0.0104553
0.168	0.454045	-0.000610352	0.0104797
0.17	0.471484	0	0.0104858
0.172	0.471484	-0.00976563	0.0104858
0.174	0.471484	-0.0109863	0.0105835
0.176	0.488923	-0.00793457	0.0106934
0.178	0.488923	0.00305176	0.0107727
0.18	0.471484	0.0238037	0.0108032
0.182	0.471484	0.00793457	0.0110413
0.184	0.471484	0.0317383	0.0111206
0.186	0.454045	0.00183105	0.011438
0.188	0.454045	-0.022583	0.0114563
0.19	0.436607	-0.055542	0.0116821
0.192	0.436607	0.0378418	0.0122375
0.194	0.436607	0.0146484	0.012616
0.196	0.436607	0.00244141	0.0127625
0.198	0.436607	-0.0170898	0.0127869
0.2	0.436607	-0.0311279	0.0129883
0.202	0.454045	-0.00427246	0.0126831
0.204	0.454045	0.0177002	0.0127991
0.206	0.454045	-0.0231934	0.0130005
0.208	0.471484	0.020752	0.0131104
0.21	0.471484	0.0164795	0.0131531
0.212	0.454045	-0.0317383	0.0133606
0.214	0.454045	-0.0012207	0.0133179
0.216	0.454045	0.012207	0.0130737
0.218	0.436607	0.00488281	0.0130859
0.22	0.436607	0.0012207	0.0129028
0.222	0.436607	0.0012207	0.0128052
0.224	0.436607	0.0140381	0.0128845
0.226	0.436607	-0.0109863	0.012915
0.228	0.454045	-0.0244141	0.0130798
0.23	0.454045	0.00549316	0.0130249
0.232	0.471484	0.0201416	0.0130432
0.234	0.471484	0.0146484	0.0130737
0.236	0.488923	-0.0195313	0.0132629
0.238	0.488923	-0.0140381	0.0133179
0.24	0.471484	-0.0152588	0.013324
0.242	0.454045	0.00427246	0.0131836
0.244	0.436607	0.00244141	0.0131226
0.246	0.419168	-0.0189209	0.0130249
0.248	0.40173	-0.0012207	0.0127075
0.25	0.40173	0.00610352	0.0125671
0.252	0.40173	0.0170898	0.0126709
0.254	0.40173	0.00427246	0.0127014
0.256	0.40173	-0.00244141	0.0124146
0.258	0.40173	-0.00427246	0.0123779
0.26	0.40173	-0.00976563	0.0122681
0.262	0.40173	0.00793457	0.0121704
0.264	0.40173	0.032959	0.0123718
0.266	0.419168	-0.00671387	0.0123535
0.268	0.419168	-0.0335693	0.0125977
0.27	0.419168	-0.0146484	0.0126648
0.272	0.436607	-0.0140381	0.0127686
0.274	0.436607	0.0360107	0.0130676
0.276	0.436607	0.0158691	0.0131348
0.278	0.454045	0.0140381	0.0131714
0.28	0.454045	-0.0323486	0.0133789
0.282	0.471484	-0.0158691	0.013324
0.284	0.471484	-0.0317383	0.0134521
0.286	0.471484	-0.00488281	0.0132263
0.288	0.454045	0.00244141	0.013092
0.29	0.454045	0.00732422	0.0130798
0.292	0.436607	0.0427246	0.013501
0.294	0.419168	0.00427246	0.0134705
0.296	0.419168	0	0.0130859
0.298	0.40173	0	0.012915
0.3	0.40173	-0.00915527	0.0130066
0.302	0.40173	0.0115967	0.0129395
0.304	0.40173	-0.0213623	0.0126465
0.306	0.419168	-0.0543213	0.0131165
0.308	0.419168	-0.00793457	0.0130371
0.31	0.436607	0.00610352	0.0130188
0.312	0.454045	0.010376	0.0130737
0.314	0.454045	0.0164795	0.0130249
0.316	0.454045	-0.0183105	0.0130676
0.318	0.454045	-0.00488281	0.0130737
0.32	0.454045	0.00610352	0.0130493
0.322	0.436607	0.00976563	0.0129822
0.324	0.436607	0.0274658	0.0132385
0.326	0.436607	0.0109863	0.0131653
0.328	0.419168	0.0128174	0.0132751
0.33	0.419168	-0.0201416	0.0134644
0.332	0.419168	-0.0170898	0.0135864
0.334	0.419168	-0.0164795	0.0132874
0.336	0.436607	0.000610352	0.0131592
0.338	0.436607	-0.010376	0.0132629
0.34	0.436607	0.0115967	0.0133423
0.342	0.436607	0.010376	0.0134033
0.344	0.436607	-0.00244141	0.0132751
0.346	0.419168	0.0195313	0.0134155
0.348	0.419168	0.00183105	0.0134155
0.35	0.40173	-0.022583	0.0136047
0.352	0.40173	-0.0317383	0.0138916
0.354	0.40173	0.010376	0.0139221
0.356	0.40173	0.0183105	0.0140137
0.358	0.40173	0.00183105	0.0139771
0.36	0.419168	-0.0311279	0.014209
0.362	0.419168	0.0201416	0.0142944
0.364	0.419168	0.0256348	0.0144287
0.366	0.419168	-0.00671387	0.0144714
0.368	0.419168	-0.00854492	0.0145508
0.37	0.419168	-0.010376	0.0146545
0.372	0.419168	-0.022583	0.0147827
0.374	0.419168	0.010376	0.0147766
0.376	0.419168	0.00305176	0.0147278
0.378	0.436607	-0.0158691	0.014856
0.38	0.436607	-0.0231934	0.0148499
0.382	0.436607	-0.00427246	0.0148132
0.384	0.436607	0.0476074	0.0149719
0.386	0.454045	-0.0256348	0.01521
0.388	0.454045	-0.0427246	0.0154114
0.39	0.454045	0.0616455	0.0154724
0.392	0.471484	0.00915527	0.0151855
0.394	0.471484	-0.0140381	0.0151794
0.396	0.471484	-0.00610352	0.0152161
0.398	0.471484	-0.00366211	0.0150818
0.4	0.471484	-0.00427246	0.0148132
0.402	0.471484	0.00183105	0.0147888
0.404	0.471484	-0.00183105	0.0146301
0.406	0.471484	0.00488281	0.014447
0.408	0.471484	0.00854492	0.014325
0.41	0.471484	-0.00488281	0.014209
0.412	0.471484	0.0164795	0.0140564
0.414	0.471484	-0.0164795	0.014209
0.416	0.471484	-0.0115967	0.0142029
0.418	0.471484	0.00488281	0.0142029
0.42	0.488923	-0.000610352	0.0141968
0.422	0.488923	-0.0177002	0.0143616
0.424	0.488923	0.00244141	0.0142456
0.426	0.488923	0.00854492	0.0142212
0.428	0.471484	0.00793457	0.0140564
0.43	0.471484	0.00610352	0.0140625
0.432	0.471484	-0.0213623	0.0140747
0.434	0.454045	0.0323486	0.0142517
0.436	0.454045	-0.0146484	0.0142029
0.438	0.454045	-0.0140381	0.0142029
0.44	0.454045	0	0.0140503
0.442	0.454045	0.00549316	0.0140625
0.444	0.454045	-0.010376	0.0141418
0.446	0.471484	0.0115967	0.0140686
0.448	0.471484	-0.00183105	0.0140747
0.45	0.471484	0.010376	0.0141174
0.452	0.471484	-0.00366211	0.0139832
0.454	0.471484	-0.0610352	0.0145508
0.456	0.471484	-0.00793457	0.0146057
0.458	0.471484	0.0476074	0.0150391
0.46	0.454045	0.022583	0.0151672
0.462	0.436607	-0.0152588	0.0152405
0.464	0.436607	0.00366211	0.0149475
0.466	0.419168	0.0262451	0.0151428
0.468	0.419168	-0.0579834	0.015387
0.47	0.419168	-0.0238037	0.0154785
0.472	0.419168	-0.0170898	0.015509
0.474	0.419168	0.0445557	0.0155945
0.476	0.419168	0.0152588	0.0155884
0.478	0.419168	-0.00305176	0.0154785
0.48	0.436607	0.000610352	0.0151611
0.482	0.436607	-0.012207	0.0151245
0.484	0.436607	0.00183105	0.0148254
0.486	0.454045	0.00610352	0.0148376
0.488	0.454045	0.0128174	0.0149414
0.49	0.471484	0	0.0148682
0.492	0.471484	0.00488281	0.0144897
0.494	0.471484	-0.0219727	0.0146667
